id,lnTE.WT,wt_TE,geneSymbol,Nm_AUG_status
uc002ner.3,0.486837795,1.627162654,SMIM7,AUG
uc002ney.2,1.096614005,2.994011135,SIN3B,AUG
uc002nfe.3,1.158774584,3.186026675,HAUS8,AUG
uc002nfo.2,1.430209906,4.179576418,USE1,AUG
uc002nfq.3,0.22404539,1.251127807,NR2F6,AUG
uc002nfv.3,0.397553981,1.488180125,BABAM1,AUG
uc002ngc.1,0.592886337,1.809202856,MRPL34,AUG
uc002ngd.3,0.774322734,2.169122557,DDA1,AUG
uc002ngl.3,0.165542543,1.180033164,BST2,AUG
uc002ngo.1,1.190493956,3.288705282,MVB12A,AUG
uc002ngw.3,1.094418202,2.987444089,PGLS,AUG
uc002nhc.1,-0.335342307,0.715093263,COLGALT1,AUG
uc002nhe.1,1.350712877,3.860176381,MAP1S,AUG
uc002nhg.3,1.44453607,4.239884677,FCHO1,AUG
uc002nhp.3,-0.669634686,0.511895546,RPL18A,AUG
uc002nhs.3,1.563852763,4.77719122,CCDC124,AUG
uc002nia.2,0.525809721,1.691828203,PIK3R2,AUG
uc002nic.1,0.403263322,1.496700954,IFI30,AUG
uc002nid.3,0.688891567,1.991506857,MPV17L2,AUG
uc002nip.2,-0.040858391,0.95996506,JUND,AUG
uc002niq.3,-0.618812554,0.538583597,LSM4,AUG
uc002niv.2,1.185929018,3.27372676,GDF15,AUG
uc002njj.1,0.239191134,1.270221296,FKBP8,AUG
uc002njo.3,0.473243321,1.605191912,KXD1,AUG
uc002njs.3,0.165170571,1.179594306,UBA52,AUG
uc002nkf.3,0.834761591,2.304264625,UPF1,AUG
uc002nkk.3,0.619077621,1.857214196,COPE,AUG
uc002nkq.2,0.439943883,1.552620088,DDX49,AUG
uc002nkx.2,0.406668062,1.501805517,SUGP2,AUG
uc002nlc.3,0.649603196,1.914780886,ARMC6,AUG
uc002nlg.4,0.919016784,2.506824428,TMEM161A,AUG
uc002nlq.3,1.238496814,3.450422937,MEF2BNB,AUG
uc002nls.3,0.876961184,2.403584546,RFXANK,AUG
uc002nlx.3,1.014312988,2.757468333,NR2C2AP,AUG
uc002nmh.3,1.344244423,3.83528759,SUGP1,AUG
uc002nmk.4,0.408998095,1.505308853,MAU2,AUG
uc002nnh.4,0.795195902,2.214874853,ATP13A1,AUG
uc002nsd.2,-0.080184655,0.922945904,UQCRFS1,AUG
uc002nsf.2,0.792211658,2.208274978,POP4,AUG
uc002nsn.3,0.795480408,2.215505088,CCNE1,AUG
uc002nsr.3,-0.636084323,0.529361179,URI1,AUG
uc002ntd.3,0.253440596,1.288450838,ZNF507,AUG
uc002ntm.3,0.489666576,1.631772057,PDCD5,AUG
uc002ntn.1,0.443421423,1.558028785,ANKRD27,AUG
uc002nuf.3,0.985602458,2.67942564,RHPN2,AUG
uc002nur.4,1.045026582,2.843474108,PEPD,AUG
uc002nva.4,0.029165568,1.029595048,LSM14A,AUG
uc002nvg.2,0.002534658,1.002537873,GPI,AUG
uc002nvj.3,1.113137622,3.043894016,PDCD2L,AUG
uc002nvk.3,-0.745853572,0.474329253,UBA2,AUG
uc002nyg.2,1.55897416,4.753941959,FXYD5,AUG
uc002nyl.3,1.253973939,3.504240964,LSR,AUG
uc002nyq.1,0.277783214,1.320199965,USF2,AUG
uc002nzm.4,0.67119693,1.956577806,DMKN,AUG
uc002oaj.2,0.177512978,1.194243557,TMEM147,AUG
uc002oam.1,1.037544497,2.822278386,HAUS5,AUG
uc002oan.3,1.175266139,3.239004855,RBM42,AUG
uc002oav.3,0.804422223,2.23540456,COX6B1,AUG
uc002obi.1,1.013489747,2.755199206,PSENEN,AUG
uc002ocf.3,1.482013436,4.401799506,APLP1,AUG
uc002ocv.1,1.134011645,3.108100118,ALKBH6,AUG
uc002odd.2,0.815561374,2.260444271,WDR62,AUG
uc002ode.3,0.962378645,2.617916166,POLR2I,AUG
uc002odg.1,0.897098053,2.45247582,TBCB,AUG
uc002odj.3,0.316646658,1.372517518,CAPNS1,AUG
uc002ohu.1,0.912425834,2.490356403,C19orf33,AUG
uc002ohz.2,0.896519719,2.45105788,YIF1B,AUG
uc002oii.4,0.289729162,1.336065582,PSMD8,AUG
uc002oiz.1,0.653769554,1.92277519,EIF3K,AUG
uc002oja.2,0.735579106,2.086690057,ACTN4,AUG
uc002ojt.2,1.111992944,3.040411731,SIRT2,AUG
uc002ojw.3,1.324231236,3.759294234,NFKBIB,AUG
uc002oke.3,0.625692041,1.869539308,MRPS12,AUG
uc002okn.1,1.279165731,3.593640412,PAK4,AUG
uc002olb.3,0.622395647,1.863386716,SAMD4B,AUG
uc002old.4,1.095945784,2.992011142,PAF1,AUG
uc002olk.3,0.992735354,2.698606029,RPS16,AUG
uc002olp.4,0.808758662,2.245119304,SUPT5H,AUG
uc002olu.1,0.419495894,1.521194519,TIMM50,AUG
uc002oma.3,1.137420497,3.11871325,EID2,AUG
uc002omn.3,0.989574582,2.690089816,FBL,AUG
uc002omq.4,0.659419474,1.933669463,PSMC4,AUG
uc002onf.3,0.031720285,1.032228735,AKT2,AUG
uc002oni.5,1.25373906,3.503417988,C19orf47,AUG
uc002onj.4,0.855837174,2.353343714,PLD3,AUG
uc002onv.4,1.05509349,2.872243667,SERTAD3,AUG
uc002onw.2,0.926388121,2.525371349,BLVRB,AUG
uc002oob.3,1.008207884,2.740684986,SHKBP1,AUG
uc002ooh.1,1.257371798,3.516168133,LTBP4,AUG
uc002ooz.3,1.126317444,3.084277536,SNRPA,AUG
uc002oph.3,0.620950063,1.86069498,EGLN2,AUG
uc002oqb.4,-0.247840001,0.78048481,HNRNPUL1,AUG
uc002oqg.3,1.255030206,3.507944334,CCDC97,AUG
uc002oqo.3,1.280978125,3.60015941,EXOSC5,AUG
uc002oqq.3,0.876677749,2.402903383,BCKDHA,AUG
uc002oqv.3,0.916516155,2.500563621,ATP5SL,AUG
uc002ort.3,-0.079899587,0.923209044,RPS19,AUG
uc002osa.3,1.093093103,2.983488051,ARHGEF1,AUG
uc002osf.3,1.010478022,2.746913786,RABAC1,AUG
uc002osm.4,1.048664761,2.853838017,ZNF574,AUG
uc002otb.1,1.248598008,3.485452953,GSK3A,AUG
uc002ote.4,0.698293422,2.010319012,ERF,AUG
uc002otf.1,1.118260326,3.059526991,CIC,AUG
uc002otm.5,1.130702137,3.097830838,MEGF8,AUG
uc002owp.3,1.329693529,3.779884785,ETHE1,AUG
uc002owt.2,1.151785849,3.163838004,XRCC1,AUG
uc002oxa.3,0.946238307,2.576001285,ZNF428,AUG
uc002oxf.2,1.171515904,3.226880574,PLAUR,AUG
uc002oxj.2,1.121745778,3.070209431,SMG9,AUG
uc002ozm.3,0.177664035,1.194423969,PVR,AUG
uc002ozu.4,1.329585585,3.779476791,BCAM,AUG
uc002ozw.1,0.470923867,1.601473058,PVRL2,AUG
uc002paa.4,-0.010887179,0.989171872,TOMM40,AUG
uc002pai.3,0.712530579,2.039144952,CLPTM1,AUG
uc002pak.3,1.459223774,4.302618427,CLASRP,AUG
uc002pap.1,1.096520241,2.993730417,GEMIN7,AUG
uc002pbj.2,0.984264372,2.675842735,ERCC2,AUG
uc002pbo.3,1.246596081,3.478482311,PPP1R13L,AUG
uc002pbq.1,0.991238214,2.69456886,CD3EAP,AUG
uc002pbs.2,0.97351976,2.64724575,ERCC1,AUG
uc002pcg.3,0.229558143,1.258044012,VASP,AUG
uc002pcw.3,0.296469004,1.345100867,SNRPD2,AUG
uc002pcz.3,0.79734817,2.219646991,FBXO46,AUG
uc002pdb.3,0.978486293,2.660426087,SIX5,AUG
uc002pdn.3,1.356364761,3.882055421,SYMPK,AUG
uc002pds.1,0.96765693,2.631770806,IRF2BP1,AUG
uc002pem.3,1.110203219,3.034975096,PPP5C,AUG
uc002pew.3,0.43773237,1.549190242,CALM3,AUG
uc002pfm.3,0.923472914,2.51802009,STRN4,AUG
uc002pfs.3,0.360271707,1.433718913,SLC1A5,AUG
uc002pft.1,0.628611509,1.875005343,AP2S1,AUG
uc002pfz.3,0.591586061,1.806851921,TMEM160,AUG
uc002pga.4,1.069402122,2.91363698,ZC3H4,AUG
uc002pgc.3,0.341106071,1.406502422,SAE1,AUG
uc002pha.2,1.121381153,3.06909016,NAPA,AUG
uc002phj.4,1.21068021,3.355766502,EHD2,AUG
uc002phm.2,1.143438136,3.137537122,GLTSCR2,AUG
uc002pia.1,1.148651792,3.153937878,LIG1,AUG
uc002piv.2,1.278169354,3.590061574,EMP3,AUG
uc002pjb.1,0.678211643,1.970350889,KDELR1,AUG
uc002pjd.2,0.834413521,2.30346272,GRWD1,AUG
uc002pjj.4,1.193986399,3.300210977,CYTH2,AUG
uc002pjq.2,-0.214611641,0.806854729,RPL18,AUG
uc002pki.3,0.879172036,2.408904394,RASIP1,AUG
uc002pkr.3,0.957597359,2.605429037,BCAT2,AUG
uc002plb.4,1.167147464,3.212814885,NUCB1,AUG
uc002plf.1,1.004617106,2.730861442,BAX,AUG
uc002plo.3,-3.46093078,0.031400521,FTL,AUG
uc002plp.3,1.051784175,2.862754219,GYS1,AUG
uc002plr.1,0.685220418,1.984209143,RUVBL2,AUG
uc002pmk.3,0.860596482,2.364570697,SNRNP70,AUG
uc002pns.2,0.845292742,2.328659411,PIH1D1,AUG
uc002pnt.3,1.104448782,3.017560677,ALDH16A1,AUG
uc002pob.2,0.117452177,1.124627846,RPS11,AUG
uc002pol.4,1.186291882,3.274914893,NOSIP,AUG
uc002poo.4,1.42463877,4.156356171,PRR12,AUG
uc002poq.3,1.033695427,2.811436119,SCAF1,AUG
uc002pow.3,0.985063517,2.677981976,IRF3,AUG
uc002ppa.3,1.311153345,3.710450675,BCL2L12,AUG
uc002ppn.3,0.991401293,2.695008324,AP2A1,AUG
uc002ppw.2,1.220793102,3.389875185,MED25,AUG
uc002pqf.1,1.199329117,3.31789026,PTOV1,AUG
uc002pqx.3,0.679411508,1.972716463,NUP62,AUG
uc002psc.5,0.85147973,2.34311146,POLD1,AUG
uc002psf.2,1.24255292,3.46444664,MYBPC2,AUG
uc002psl.3,0.582711846,1.790888465,EMC10,AUG
uc002pwg.3,1.114297079,3.047425327,ETFB,AUG
uc002pyp.3,0.462354201,1.587807607,PPP2R1A,AUG
uc002qcl.3,1.02958552,2.79990509,MYADM,AUG
uc002qde.3,1.492210912,4.446916399,NDUFA3,AUG
uc002qdh.2,1.05666939,2.876773605,PRPF31,AUG
uc002qdj.2,1.349284773,3.854667582,CNOT3,AUG
uc002qdr.3,0.997736477,2.712135893,MBOAT7,AUG
uc002qdw.3,0.876667911,2.402879743,TSEN34,AUG
uc002qdx.3,-0.129800351,0.878270759,RPS9,AUG
uc002qfw.2,1.107522657,3.026850551,LENG8,AUG
uc002qjw.4,0.87855543,2.407419507,PPP6R1,AUG
uc002qkd.3,0.99115404,2.694342057,HSPBP1,AUG
uc002qkx.1,-0.122362248,0.884827783,UBE2S,AUG
uc002qla.3,1.172532574,3.230162915,ISOC2,AUG
uc002qlu.3,0.483667477,1.6220122,U2AF2,AUG
uc002qlx.3,0.841891726,2.320753056,EPN1,AUG
uc002qog.2,0.508502973,1.662800074,ZNF460,AUG
uc002qsn.3,-0.224930327,0.798571856,RPS5,AUG
uc002qtg.1,-0.063437364,0.938532903,TRIM28,AUG
uc002qtk.3,1.203952146,3.333264473,CHMP2A,AUG
uc002qtl.4,0.53965434,1.71541381,UBE2M,AUG
uc002qwf.3,-0.159720516,0.852381983,ACP1,AUG
uc002qwl.3,0.498433467,1.646140516,TMEM18,AUG
uc002qxa.3,-0.329691761,0.719145368,PXDN,AUG
uc002qxj.2,0.71671156,2.047688426,TSSC1,AUG
uc002qxm.1,1.170962186,3.225094287,TRAPPC12,AUG
uc002qxp.4,0.255604061,1.291241374,ADI1,AUG
uc002qxt.3,0.492341977,1.636143547,RNASEH1,AUG
uc002qxw.3,-0.288799555,0.749162356,RPS7,AUG
uc002qzc.2,0.4035469,1.497125446,KIDINS220,AUG
uc002qzh.2,0.557963446,1.747110789,ASAP2,AUG
uc002qzj.3,0.452014759,1.571475142,ITGB1BP1,AUG
uc002qzo.2,0.425479735,1.530324394,CPSF3,AUG
uc002qzr.3,0.986076741,2.680696747,IAH1,AUG
uc002qzu.3,0.675150723,1.964329023,ADAM17,AUG
uc002qzx.3,-0.530878788,0.588087938,YWHAQ,AUG
uc002qzz.3,1.154790514,3.173358574,TAF1B,AUG
uc002raf.1,0.580986714,1.78780161,KLF11,AUG
uc002rao.1,-1.744862214,0.174669054,ODC1,AUG
uc002raq.3,0.57478652,1.776751186,NOL10,AUG
uc002rau.3,-0.382648327,0.682052717,PDIA6,AUG
uc002rbd.1,-0.39786119,0.671755268,ROCK2,AUG
uc002rcc.2,0.421057789,1.523572322,NBAS,AUG
uc002rce.4,0.316893637,1.372856543,DDX1,AUG
uc002rcn.3,0.329593847,1.390403297,SMC6,AUG
uc002rct.2,0.479848626,1.615829789,GEN1,AUG
uc002rdg.3,1.324719263,3.761129319,TTC32,AUG
uc002rdi.3,0.623085954,1.864673469,WDR35,AUG
uc002rdm.3,0.889006401,2.432711311,LAPTM4A,AUG
uc002rdo.1,0.688930965,1.99158532,SDC1,AUG
uc002rds.1,-0.434248904,0.647751008,PUM2,AUG
uc002rdv.3,-0.540555876,0.582424407,RHOB,AUG
uc002rec.3,0.718733939,2.051833819,C2orf43,AUG
uc002ren.3,0.941923162,2.564909414,UBXN2A,AUG
uc002rep.2,0.72429067,2.063267044,C2orf44,AUG
uc002rev.3,0.58886033,1.801933635,SF3B14,AUG
uc002rez.2,1.106231882,3.022946089,TP53I3,AUG
uc002rfe.2,0.946123854,2.575706471,ITSN2,AUG
uc002rfk.3,0.907645151,2.478479212,NCOA1,AUG
uc002rfm.3,0.882364404,2.416606792,PTRHD1,AUG
uc002rfp.2,0.825992474,2.284146597,CENPO,AUG
uc002rfs.4,0.248509352,1.282112813,ADCY3,AUG
uc002rgs.2,0.583136316,1.791648805,ASXL2,AUG
uc002rgv.3,-0.783987747,0.456581644,RAB10,AUG
uc002rgy.3,-0.082658825,0.920665202,HADHA,AUG
uc002rgz.3,0.577264884,1.781160083,HADHB,AUG
uc002rhp.1,-0.017549709,0.98260339,SLC35F6,AUG
uc002rhr.3,0.328518722,1.388909243,CENPA,AUG
uc002ria.4,0.974248091,2.649174524,TMEM214,AUG
uc002rie.3,0.201991236,1.223837282,AGBL5,AUG
uc002rig.3,0.463848729,1.590182404,OST4,AUG
uc002rix.1,0.332151737,1.393964348,PREB,AUG
uc002rjd.3,0.753004649,2.123370424,SLC5A6,AUG
uc002rjf.3,0.203270101,1.225403406,ATRAID,AUG
uc002rji.3,0.438897104,1.550995688,CAD,AUG
uc002rjs.3,0.815569756,2.260463218,MPV17,AUG
uc002rjw.2,0.205914162,1.228647735,GTF3C2,AUG
uc002rjz.3,1.131885644,3.101499313,EIF2B4,AUG
uc002rkg.2,0.113118475,1.119764589,SNX17,AUG
uc002rkl.4,-0.119611344,0.887265211,PPM1G,AUG
uc002rkp.3,0.691888168,1.997483559,NRBP1,AUG
uc002rla.4,0.789960514,2.203309425,ZNF512,AUG
uc002rli.1,0.570122245,1.768483226,SUPT7L,AUG
uc002rlk.4,0.880693945,2.412573319,SLC4A1AP,AUG
uc002rlm.1,0.837179828,2.309843626,MRPL33,AUG
uc002rls.3,1.056193868,2.875405961,BRE,AUG
uc002rma.3,0.8200133,2.270530035,FOSL2,AUG
uc002rmg.3,-1.680111005,0.186353289,PPP1CB,AUG
uc002rmm.3,0.836111802,2.30737797,TRMT61B,AUG
uc002rmo.2,-0.639355201,0.527632531,WDR43,AUG
uc002rmz.4,0.862718185,2.36959294,YPEL5,AUG
uc002rnl.3,-0.064620224,0.937423407,LCLAT1,AUG
uc002rnx.3,0.281265931,1.324805864,MEMO1,AUG
uc002roa.1,0.925771052,2.523813502,DPY30,AUG
uc002rof.2,0.01495482,1.015067203,SLC30A6,AUG
uc002rok.3,0.277553085,1.319896184,YIPF4,AUG
uc002rom.3,0.591663455,1.806991766,TTC27,AUG
uc002rpa.1,0.786038075,2.194684005,FAM98A,AUG
uc002rpd.3,-0.806935888,0.446223252,CRIM1,AUG
uc002rpg.2,0.902687079,2.466221147,FEZ2,AUG
uc002rpn.3,0.024516304,1.0248193,STRN,AUG
uc002rpp.1,0.750693086,2.118467788,HEATR5B,AUG
uc002rpz.3,-0.005604818,0.99441086,CEBPZ,AUG
uc002rqa.4,1.136738749,3.116587798,NDUFAF7,AUG
uc002rqd.3,-0.5774181,0.561345836,PRKD3,AUG
uc002rqo.2,0.358430379,1.431081395,CYP1B1,AUG
uc002rqq.3,0.144274703,1.155201402,ATL2,AUG
uc002rqz.3,-0.345361502,0.707964377,SRSF7,AUG
uc002rrc.3,1.102483619,3.011636501,GEMIN6,AUG
uc002rrf.3,0.59762432,1.817795167,DHX57,AUG
uc002rrk.4,0.265228802,1.303729238,SOS1,AUG
uc002rro.4,0.465861687,1.593386598,MAP4K3,AUG
uc002rru.2,0.882478309,2.416882071,THUMPD2,AUG
uc002rsi.3,0.215062861,1.239939838,EML4,AUG
uc002rsk.3,-0.333349335,0.716519845,COX7A2L,AUG
uc002rsq.3,1.073499683,2.925600278,MTA3,AUG
uc002rsv.4,1.094015706,2.986241896,ZFP36L2,AUG
uc002rsx.4,0.452047895,1.571527215,THADA,AUG
uc002rtr.2,-0.57959121,0.560127294,LRPPRC,AUG
uc002rtt.3,0.723291957,2.061207461,PPM1B,AUG
uc002ruk.2,0.141012261,1.151438766,PREPL,AUG
uc002ruo.3,0.686685443,1.987118189,SIX2,AUG
uc002rus.3,0.433789966,1.543094732,SRBD1,AUG
uc002ruv.3,0.003296222,1.003301661,EPAS1,AUG
uc002rve.3,0.65793991,1.930810591,CRIPT,AUG
uc002rvf.3,0.040224483,1.041044445,SOCS5,AUG
uc002rvo.3,0.829796953,2.292853136,TTC7A,AUG
uc002rvt.2,-0.614649807,0.540830257,CALM2,AUG
uc002rvy.2,0.389969808,1.476936202,MSH2,AUG
uc002rwd.4,-0.140410788,0.869001187,MSH6,AUG
uc002rwe.3,0.607377995,1.835612099,FBXO11,AUG
uc002rwh.1,-0.077528355,0.925400784,FOXN2,AUG
uc002rxk.1,0.557104296,1.745610404,CHAC2,AUG
uc002rxl.3,0.118764885,1.126105123,ERLEC1,AUG
uc002rxp.2,-0.132418655,0.875974187,PSME4,AUG
uc002rxu.3,-0.441578814,0.64302041,SPTBN1,AUG
uc002rye.3,-0.199375393,0.819242298,RTN4,AUG
uc002ryo.3,0.364302093,1.439509014,MTIF2,AUG
uc002ryv.2,-0.12429199,0.88312194,CCDC88A,AUG
uc002ryy.2,1.219970927,3.387089259,CCDC104,AUG
uc002rzc.3,-0.382788958,0.681956806,SMEK2,AUG
uc002rzf.3,-0.104625004,0.900662204,PNPT1,AUG
uc002rzi.3,0.140627354,1.150995654,EFEMP1,AUG
uc002rzv.3,0.856320281,2.354480906,VRK2,AUG
uc002rzx.4,0.826320949,2.284897005,FANCL,AUG
uc002sam.1,1.14118081,3.130462665,REL,AUG
uc002sau.4,0.122507934,1.130328088,PEX13,AUG
uc002sbe.3,-1.013396812,0.362983895,USP34,AUG
uc002sbj.3,-1.332953133,0.263697377,XPO1,AUG
uc002sbo.4,-0.433012197,0.648552581,CCT4,AUG
uc002sbp.3,1.334456819,3.797932421,COMMD1,AUG
uc002sbs.3,0.663680257,1.941925986,B3GNT2,AUG
uc002sby.3,0.67070151,1.955608719,EHBP1,AUG
uc002scm.3,0.270775379,1.310980564,UGP2,AUG
uc002scz.3,0.600912793,1.823782777,AFTPH,AUG
uc002sdm.3,0.24408274,1.27644994,RAB1A,AUG
uc002sdp.3,-0.227232344,0.796735644,ACTR2,AUG
uc002sdz.1,0.017465699,1.017619116,ETAA1,AUG
uc002seb.3,0.634939242,1.886907493,C1D,AUG
uc002see.2,1.259485273,3.523607325,WDR92,AUG
uc002seh.3,0.595590047,1.814101034,PNO1,AUG
uc002sei.1,0.139554126,1.149761036,PPP3R1,AUG
uc002sfg.3,0.358277634,1.430862822,ANTXR1,AUG
uc002sfi.2,-0.151259149,0.859624899,GFPT1,AUG
uc002sfk.3,0.997607055,2.711784906,NFU1,AUG
uc002sfr.4,1.106188951,3.022816314,ANXA4,AUG
uc002sfw.3,0.733374195,2.08209416,SNRNP27,AUG
uc002sfy.3,0.951959985,2.590782581,MXD1,AUG
uc002sgf.3,1.279738214,3.595698299,PCBP1,AUG
uc002sgj.4,-0.040142048,0.960652971,TIA1,AUG
uc002sgn.4,0.373504729,1.452817434,PCYOX1,AUG
uc002sgp.3,-0.088884109,0.914951602,SNRPG,AUG
uc002sgq.4,0.104760472,1.110444596,FAM136A,AUG
uc002shn.3,0.267857186,1.307160446,TEX261,AUG
uc002shp.4,1.431065016,4.183151944,NAGK,AUG
uc002sht.2,1.180568018,3.256223271,MPHOSPH10,AUG
uc002shy.3,-0.268225259,0.764735498,ZNF638,AUG
uc002sik.2,0.540133002,1.71623511,SPR,AUG
uc002siw.2,0.811453181,2.251176978,SMYD5,AUG
uc002siz.3,-0.000321701,0.999678351,CCT7,AUG
uc002sje.1,0.328082955,1.388304134,ALMS1,AUG
uc002sjn.2,1.087924194,2.96810646,TPRKB,AUG
uc002sjp.3,0.799695078,2.224862416,DUSP11,AUG
uc002sjs.3,0.752795681,2.122926754,STAMBP,AUG
uc002sjw.3,1.569924818,4.806286834,ACTG2,AUG
uc002sjx.3,0.758239658,2.134515434,DGUOK,AUG
uc002skc.1,0.587553592,1.799580518,BOLA3,AUG
uc002skh.4,-0.206009749,0.813825142,MOB1A,AUG
uc002skk.3,-1.199235544,0.30142455,MTHFD2,AUG
uc002skx.3,0.554866569,1.741708571,DCTN1,AUG
uc002slb.3,1.104999132,3.019221848,WDR54,AUG
uc002slg.3,1.336474996,3.805605061,INO80B,AUG
uc002sln.3,0.991745493,2.695936105,MRPL53,AUG
uc002slz.3,1.220072211,3.387432335,PCGF1,AUG
uc002smf.3,0.144541506,1.155509655,AUP1,AUG
uc002smi.1,0.695080188,2.003869754,HTRA2,AUG
uc002snd.3,0.262632976,1.300349372,HK2,AUG
uc002snf.3,0.967875707,2.63234664,POLE4,AUG
uc002snl.3,0.065105655,1.067271781,MRPL19,AUG
uc002sno.3,0.543027635,1.721210178,GCFC2,AUG
uc002son.3,0.727999151,2.070932836,SUCLG1,AUG
uc002sow.1,-0.166180724,0.846893166,TMSB10,AUG
uc002sox.4,0.123584968,1.131546146,KCMF1,AUG
uc002spd.3,0.839884187,2.316098727,RETSAT,AUG
uc002spr.3,-0.309149774,0.734070817,MAT2A,AUG
uc002sps.3,0.811989418,2.252384467,GGCX,AUG
uc002spt.4,0.994948257,2.704584394,VAMP8,AUG
uc002spv.1,0.804421184,2.235402238,RNF181,AUG
uc002sqc.2,0.381836618,1.464972715,C2orf68,AUG
uc002sqg.4,0.522074967,1.685521425,USP39,AUG
uc002sqs.3,0.471923285,1.603074399,POLR1A,AUG
uc002sqw.2,-1.250160228,0.286458894,PTCD3,AUG
uc002sqz.4,0.222881238,1.249672151,IMMT,AUG
uc002srg.4,0.241221797,1.272803308,MRPL35,AUG
uc002srr.2,-1.007233888,0.365227845,RMND5A,AUG
uc002ste.3,1.209369209,3.351369972,RPIA,AUG
uc002sub.3,0.793437774,2.21098424,MRPS5,AUG
uc002svm.4,-1.558811971,0.210385867,STARD7,AUG
uc002svr.3,0.72770831,2.070330611,TMEM127,AUG
uc002svs.3,0.226847917,1.254639044,CIAO1,AUG
uc002svu.3,0.172913496,1.188763268,SNRNP200,AUG
uc002svz.1,0.81715059,2.264039461,NCAPH,AUG
uc002swn.5,0.308507504,1.361391725,KANSL3,AUG
uc002swv.3,0.783094165,2.188232554,LMAN2L,AUG
uc002swy.3,0.877138098,2.404009812,CNNM3,AUG
uc002sxd.4,1.298033162,3.662086848,ANKRD39,AUG
uc002sya.3,0.536466768,1.70995451,COX5B,AUG
uc002syb.2,0.477253046,1.611641212,ACTR1B,AUG
uc002syh.4,0.809130107,2.245953398,TMEM131,AUG
uc002szc.4,0.881657136,2.414898207,UNC50,AUG
uc002szs.1,1.25078282,3.493076337,MITD1,AUG
uc002szv.3,-0.294714873,0.744743904,MRPL30,AUG
uc002szz.3,0.381599012,1.46462467,TXNDC9,AUG
uc002tab.3,0.897393271,2.453199942,EIF5B,AUG
uc002tad.3,0.3026046,1.353379232,REV1,AUG
uc002tao.2,1.458491948,4.299470811,PDCL3,AUG
uc002taw.4,0.726209917,2.067230765,CNOT11,AUG
uc002taz.2,0.409098536,1.505460055,RNF149,AUG
uc002tbf.3,0.337813206,1.401878616,MAP4K4,AUG
uc002tcn.4,0.931921844,2.539384792,MRPS9,AUG
uc002tcr.4,0.914912444,2.496556654,TGFBRAP1,AUG
uc002tcs.1,1.153828265,3.170306481,C2orf49,AUG
uc002tcy.3,0.474264126,1.606831337,FHL2,AUG
uc002tdn.3,1.037790873,2.822973813,UXS1,AUG
uc002tec.3,0.964656844,2.623887099,GCC2,AUG
uc002tek.4,-0.037860422,0.962847324,LIMS1,AUG
uc002tem.4,-0.56307721,0.569454035,RANBP2,AUG
uc002ten.1,0.70596957,2.025809898,CCDC138,AUG
uc002tew.4,0.196420149,1.217038135,10-Sep,AUG
uc002tgc.3,0.415966872,1.515835651,BUB1,AUG
uc002thi.3,0.036966275,1.037658025,ANAPC1,AUG
uc002thm.2,0.971788405,2.642666394,TMEM87B,AUG
uc002thu.3,-1.03020222,0.356934774,TTL,AUG
uc002thw.2,0.071751495,1.07438832,POLR1B,AUG
uc002thz.1,1.315271457,3.725762232,CHCHD5,AUG
uc002tib.3,-0.238547843,0.787770998,SLC20A1,AUG
uc002tie.2,0.888272825,2.430927386,CKAP2L,AUG
uc002tku.1,-0.327785933,0.720517242,SLC35F5,AUG
uc002tkx.2,-0.406184886,0.666186987,ACTR3,AUG
uc002tlh.1,-0.073087994,0.929519034,DDX18,AUG
uc002tlj.3,0.946028198,2.575460101,CCDC93,AUG
uc002tlr.3,0.839453073,2.31510044,STEAP3,AUG
uc002tmc.1,1.117516943,3.057253436,TMEM177,AUG
uc002tmg.3,0.780779852,2.183174155,EPB41L5,AUG
uc002tmj.2,0.580039817,1.786109547,TMEM185B,AUG
uc002tmk.3,0.909581059,2.483281967,RALB,AUG
uc002tnc.3,0.230009974,1.258612563,CLASP1,AUG
uc002tnl.3,-0.618075242,0.538980848,TSN,AUG
uc002tnq.4,0.658487321,1.931867827,GYPC,AUG
uc002tns.2,0.632946668,1.883151434,BIN1,AUG
uc002toh.1,0.790878037,2.205331939,ERCC3,AUG
uc002toj.2,-0.48025484,0.618625721,MAP3K2,AUG
uc002ton.2,0.888281781,2.430949158,IWS1,AUG
uc002tpg.2,0.531999105,1.70233205,WDR33,AUG
uc002tpj.3,0.26691433,1.305928563,POLR2D,AUG
uc002tps.3,-0.152052492,0.858943192,UGGT1,AUG
uc002tqr.2,0.860966562,2.365445939,SMPD4,AUG
uc002tqu.3,0.682029655,1.977888091,MZT2B,AUG
uc002tqy.1,0.861312008,2.366263214,CCDC115,AUG
uc002tra.1,0.767409247,2.154178075,IMP4,AUG
uc002tsd.3,-0.377402504,0.685640045,FAM168B,AUG
uc002tsw.4,0.862561519,2.369221734,MZT2A,AUG
uc002ttw.4,0.543499859,1.722023166,MGAT5,AUG
uc002tuc.2,0.109684881,1.115926365,CCNT2,AUG
uc002tum.3,1.114742487,3.048782977,ZRANB3,AUG
uc002tuo.3,0.424630675,1.529025608,R3HDM1,AUG
uc002tur.3,-0.201001069,0.817911557,UBXN4,AUG
uc002tuw.4,0.453271265,1.573450951,MCM6,AUG
uc002tux.1,0.084079104,1.087714933,DARS,AUG
uc002tuz.3,0.645383896,1.906718871,CXCR4,AUG
